128.91	125	117.19	187.5
183.59	121.09	111.33	203.12
89.844	125	107.42	220.7
119.14	125	111.33	218.75
119.14	111.33	115.23	191.41
89.844	128.91	109.38	218.75
119.14	126.95	107.42	210.94
95.703	125	113.28	320.31
121.09	126.95	83.984	222.66
123.05	125	121.09	191.41
154.3	21.484	111.33	228.52
111.33	167.97	121.09	999
97.656	128.91	117.19	999
89.844	123.05	107.42	193.36
119.14	125	105.47	999
89.844	126.95	115.23	91.797
87.891	119.14	113.28	109.38
123.05	128.91	109.38	164.06
150.39	130.86	113.28	212.89
91.797	125	113.28	113.28
119.14	128.91	113.28	999
99.609	119.14	111.33	173.83
121.09	125	115.23	105.47
119.14	126.95	80.078	119.14
87.891	125	111.33	999
87.891	123.05	109.38	199.22
95.703	115.23	117.19	314.45
193.36	125	113.28	210.94
85.938	128.91	83.984	201.17
320.31	97.656	115.23	193.36
132.81	121.09	111.33	156.25
89.844	128.91	117.19	999
83.984	121.09	121.09	283.2
126.95	123.05	123.05	103.52
125	123.05	119.14	226.56
132.81	128.91	111.33	999
89.844	123.05	109.38	999
121.09	121.09	113.28	208.98
93.75	125	82.031	167.97
117.19	126.95	121.09	208.98
125	125	115.23	412.11
298.83	119.14	111.33	281.25
125	126.95	74.219	158.2
126.95	123.05	109.38	234.38
181.64	111.33	121.09	214.84
113.28	132.81	121.09	207.03
52.734	125	111.33	99.609
76.172	123.05	113.28	207.03
87.891	123.05	83.984	214.84
125	126.95	119.14	175.78
117.19	121.09	113.28	164.06
85.938	121.09	72.266	999
212.89	132.81	115.23	187.5
7.8125	125	115.23	999
121.09	123.05	115.23	999
123.05	125	115.23	197.27
85.938	130.86	111.33	158.2
187.5	123.05	119.14	191.41
82.031	125	113.28	109.38
95.703	121.09	109.38	175.78
115.23	125	117.19	193.36
97.656	123.05	89.844	212.89
273.44	123.05	117.19	193.36
89.844	126.95	113.28	3.9062
83.984	125	109.38	99.609
111.33	125	123.05	396.48
152.34	76.172	111.33	210.94
91.797	130.86	115.23	999
126.95	123.05	117.19	218.75
123.05	117.19	113.28	230.47
93.75	126.95	121.09	175.78
121.09	101.56	113.28	333.98
109.38	123.05	113.28	419.92
121.09	121.09	125	386.72
89.844	119.14	115.23	212.89
87.891	126.95	111.33	218.75
125	126.95	111.33	111.33
126.95	125	74.219	212.89
113.28	121.09	119.14	999
85.938	125	109.38	193.36
115.23	126.95	119.14	222.66
126.95	123.05	83.984	105.47
115.23	121.09	111.33	390.62
134.77	125	121.09	220.7
146.48	121.09	115.23	999
91.797	126.95	82.031	999
117.19	128.91	107.42	109.38
95.703	123.05	109.38	167.97
85.938	126.95	82.031	167.97
115.23	126.95	111.33	236.33
123.05	132.81	85.938	117.19
80.078	119.14	111.33	107.42
181.64	125	115.23	458.98
125	126.95	115.23	214.84
128.91	126.95	109.38	199.22
125	128.91	119.14	999
134.77	125	111.33	39.062
123.05	109.38	119.14	197.27
125	125	105.47	193.36
138.67	128.91	111.33	999
1.9531	121.09	113.28	154.3
126.95	123.05	111.33	148.44
142.58	126.95	107.42	207.03
58.594	123.05	117.19	216.8
119.14	117.19	91.797	214.84
85.938	123.05	115.23	999
85.938	121.09	117.19	68.359
76.172	126.95	83.984	191.41
191.41	125	109.38	166.02
125	119.14	115.23	111.33
89.844	123.05	125	173.83
87.891	119.14	115.23	214.84
324.22	123.05	119.14	999
93.75	125	80.078	197.27
115.23	126.95	107.42	232.42
125	123.05	101.56	167.97
136.72	126.95	113.28	191.41
146.48	123.05	109.38	107.42
126.95	123.05	111.33	392.58
128.91	125	113.28	199.22
76.172	166.02	115.23	189.45
115.23	117.19	83.984	208.98
85.938	119.14	66.406	999
91.797	91.797	121.09	999
115.23	123.05	111.33	999
191.41	121.09	109.38	177.73
91.797	125	117.19	210.94
128.91	128.91	113.28	999
125	125	115.23	167.97
78.125	119.14	111.33	160.16
78.125	128.91	82.031	171.88
85.938	125	74.219	208.98
93.75	115.23	109.38	396.48
126.95	123.05	109.38	203.12
138.67	125	119.14	195.31
117.19	121.09	115.23	179.69
132.81	123.05	87.891	208.98
126.95	132.81	97.656	999
93.75	121.09	121.09	205.08
121.09	126.95	83.984	199.22
89.844	130.86	113.28	205.08
85.938	128.91	115.23	107.42
91.797	123.05	111.33	388.67
119.14	119.14	111.33	214.84
123.05	134.77	107.42	179.69
113.28	125	123.05	205.08
117.19	126.95	113.28	999
121.09	117.19	115.23	105.47
119.14	125	113.28	205.08
132.81	125	85.938	193.36
123.05	125	115.23	999
123.05	166.02	119.14	999
125	123.05	37.109	210.94
111.33	125	105.47	189.45
130.86	89.844	111.33	220.7
50.781	126.95	115.23	285.16
91.797	128.91	117.19	216.8
123.05	125	111.33	173.83
125	125	82.031	388.67
115.23	123.05	95.703	999
78.125	121.09	117.19	199.22
123.05	123.05	115.23	203.12
78.125	121.09	115.23	216.8
93.75	130.86	109.38	999
91.797	125	115.23	193.36
273.44	130.86	109.38	220.7
142.58	125	117.19	999
156.25	123.05	113.28	150.39
121.09	123.05	111.33	111.33
123.05	130.86	80.078	214.84
113.28	125	121.09	999
