89.844	126.95	95.703	999
154.3	125	113.28	999
68.359	126.95	109.38	999
54.688	125	111.33	999
125	123.05	117.19	193.36
93.75	113.28	111.33	999
97.656	11.719	25.391	999
97.656	125	82.031	999
1.9531	99.609	87.891	999
82.031	126.95	125	999
128.91	31.25	41.016	999
93.75	136.72	123.05	999
15.625	130.86	70.312	999
91.797	125	109.38	207.03
99.609	126.95	46.875	999
89.844	128.91	115.23	999
72.266	121.09	115.23	115.23
9.7656	128.91	23.438	169.92
156.25	132.81	115.23	999
93.75	125	93.75	999
91.797	128.91	115.23	999
83.984	27.344	56.641	185.55
93.75	126.95	117.19	111.33
3.9062	128.91	82.031	3.9062
89.844	126.95	70.312	999
89.844	58.594	111.33	999
97.656	119.14	91.797	999
105.47	126.95	113.28	246.09
41.016	134.77	91.797	171.88
999	103.52	82.031	999
119.14	123.05	113.28	160.16
44.922	132.81	87.891	999
85.938	123.05	121.09	999
101.56	123.05	125	111.33
60.547	125	82.031	117.19
134.77	132.81	111.33	999
91.797	103.52	111.33	999
99.609	93.75	33.203	999
95.703	97.656	62.5	175.78
109.38	126.95	123.05	111.33
93.75	126.95	91.797	999
324.22	121.09	7.8125	117.19
97.656	128.91	76.172	164.06
66.406	72.266	115.23	242.19
156.25	115.23	89.844	220.7
93.75	136.72	123.05	212.89
56.641	31.25	113.28	107.42
78.125	123.05	70.312	167.97
89.844	91.797	85.938	999
91.797	130.86	95.703	181.64
119.14	123.05	121.09	177.73
85.938	123.05	76.172	999
218.75	134.77	54.688	999
7.8125	95.703	91.797	999
121.09	125	97.656	999
13.672	126.95	95.703	999
87.891	130.86	113.28	999
999	125	95.703	999
85.938	42.969	115.23	999
95.703	123.05	42.969	999
27.344	126.95	125	87.891
56.641	123.05	91.797	999
275.39	125	39.062	220.7
91.797	105.47	99.609	13.672
85.938	126.95	109.38	101.56
117.19	125	125	999
21.484	56.641	58.594	214.84
9.7656	132.81	93.75	999
126.95	125	27.344	999
52.734	119.14	31.25	999
76.172	130.86	123.05	179.69
101.56	103.52	115.23	999
115.23	123.05	115.23	999
121.09	123.05	128.91	999
93.75	82.031	117.19	37.109
89.844	109.38	111.33	999
97.656	128.91	85.938	999
132.81	126.95	80.078	169.92
89.844	123.05	91.797	999
87.891	126.95	109.38	999
105.47	128.91	123.05	244.14
89.844	125	85.938	111.33
74.219	121.09	113.28	999
136.72	126.95	123.05	999
150.39	121.09	95.703	999
91.797	126.95	83.984	999
109.38	130.86	109.38	999
97.656	125	7.8125	173.83
39.062	999	85.938	173.83
117.19	128.91	5.8594	999
99.609	134.77	87.891	125
9.7656	123.05	113.28	999
150.39	64.453	117.19	466.8
56.641	66.406	89.844	999
136.72	70.312	91.797	999
101.56	130.86	121.09	999
136.72	126.95	15.625	42.969
123.05	111.33	121.09	210.94
93.75	125	29.297	999
99.609	134.77	111.33	999
5.8594	25.391	29.297	999
130.86	125	11.719	999
148.44	128.91	109.38	999
62.5	123.05	119.14	999
123.05	119.14	103.52	999
85.938	123.05	117.19	999
87.891	19.531	117.19	74.219
17.578	128.91	85.938	218.75
109.38	83.984	111.33	171.88
125	123.05	89.844	115.23
89.844	123.05	128.91	999
89.844	15.625	66.406	220.7
999	123.05	119.14	999
93.75	126.95	87.891	203.12
115.23	134.77	107.42	240.23
95.703	123.05	19.531	177.73
146.48	23.438	85.938	999
148.44	93.75	111.33	117.19
128.91	125	42.969	999
130.86	126.95	115.23	999
78.125	171.88	117.19	216.8
115.23	121.09	93.75	999
93.75	123.05	72.266	999
93.75	107.42	123.05	999
119.14	125	91.797	999
160.16	13.672	9.7656	187.5
93.75	126.95	119.14	999
130.86	130.86	82.031	999
126.95	125	117.19	999
80.078	19.531	83.984	166.02
83.984	93.75	83.984	195.31
5.8594	126.95	13.672	999
93.75	117.19	111.33	402.34
128.91	125	109.38	207.03
142.58	17.578	121.09	999
91.797	121.09	115.23	210.94
107.42	1.9531	91.797	214.84
130.86	136.72	5.8594	999
93.75	76.172	123.05	999
125	128.91	83.984	205.08
91.797	132.81	115.23	195.31
87.891	130.86	119.14	113.28
91.797	125	119.14	999
95.703	121.09	113.28	999
89.844	136.72	111.33	105.47
103.52	126.95	76.172	999
119.14	128.91	85.938	999
99.609	91.797	117.19	109.38
97.656	126.95	85.938	220.7
136.72	128.91	87.891	154.3
95.703	126.95	115.23	999
125	132.81	121.09	999
126.95	125	39.062	999
83.984	126.95	107.42	193.36
134.77	46.875	113.28	999
56.641	128.91	115.23	999
91.797	130.86	119.14	999
76.172	105.47	83.984	185.55
95.703	128.91	85.938	999
31.25	78.125	97.656	999
85.938	123.05	119.14	999
7.8125	125	89.844	205.08
78.125	101.56	35.156	222.66
93.75	132.81	109.38	999
93.75	128.91	91.797	999
152.34	91.797	115.23	999
150.39	125	93.75	999
138.67	125	80.078	171.88
126.95	126.95	87.891	999
123.05	132.81	80.078	999
97.656	125	101.56	999
136.72	125	48.828	167.97
87.891	138.67	99.609	999
125	29.297	113.28	195.31
91.797	1.9531	95.703	121.09
91.797	91.797	11.719	999
85.938	105.47	121.09	999
37.109	126.95	111.33	999
27.344	126.95	113.28	999
85.938	123.05	123.05	185.55
156.25	78.125	89.844	999
35.156	3.9062	85.938	119.14
50.781	126.95	113.28	999
97.656	126.95	89.844	999
91.797	126.95	29.297	999
89.844	126.95	5.8594	999
150.39	123.05	126.95	999
23.438	27.344	31.25	999
130.86	74.219	109.38	218.75
93.75	126.95	97.656	999
105.47	119.14	93.75	999
